term,n_genes_in_term,median_in,median_out,median_diff,mw_stat,p_value,q_value
Ligand-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Presynaptic Membrane Potential (GO:0099507),10,0.08883929011583525,0.052939530131300996,0.03589975998453425,77258.0,0.04818712834888237,0.18605599468549974
Protein Serine/Threonine Phosphatase Inhibitor Activity (GO:0004865),10,0.11531281678940819,0.052958109710177906,0.062354707079230284,77234.0,0.048409566076419476,0.18605599468549974
Outward Rectifier Potassium Channel Activity (GO:0015271),10,0.15256993643685518,0.052947179327972035,0.09962275710888314,77231.5,0.048432783822825676,0.18605599468549974
AMP Binding (GO:0016208),10,0.0828971302626037,0.052947179327972035,0.029949950934631667,77179.0,0.04892241680974172,0.1861412136395228
Protein Phosphorylated Amino Acid Binding (GO:0045309),45,0.08045169077944797,0.05292840803641763,0.02752328274303034,303786.0,0.049151448806797254,0.1861412136395228
Transcription Cis-Regulatory Region Binding (GO:0000976),462,0.05783210947654427,0.05277518859986885,0.005056920876675419,2752616.5,0.04924931114786805,0.1861412136395228
Nucleoside Diphosphate Phosphatase Activity (GO:0017110),14,0.07805846670744276,0.052947179327972035,0.02511128737947073,103891.0,0.050879313440235927,0.1911174222041699
Phosphatase Inhibitor Activity (GO:0019212),21,0.10084527390295994,0.052954607005961246,0.047890666896998696,149911.0,0.05139050062029042,0.1911174222041699
Diacylglycerol Kinase Activity (GO:0004143),10,0.09381882535705888,0.052939530131300996,0.04087929522575788,76898.0,0.0516107154337074,0.1911174222041699
Phosphatidylinositol Phospholipase C Activity (GO:0004435),20,0.08444827585812917,0.052935947338161135,0.03151232851996803,143347.0,0.051653357352478356,0.1911174222041699
Ligand-Gated Monoatomic Anion Channel Activity (GO:0099095),18,0.09081106769929079,0.052947179327972035,0.03786388837131875,130082.0,0.052858966489260265,0.19426666715934365
Protein Serine/Threonine/Tyrosine Kinase Activity (GO:0004712),26,0.07792257165961758,0.052939530131300996,0.024983041528316582,182053.0,0.05305718363384635,0.19426666715934365
Serine-Type Endopeptidase Inhibitor Activity (GO:0004867),50,0.06537488151760745,0.052947179327972035,0.012427702189635417,334090.5,0.054208980509902055,0.19745550931845154
GABA-gated Chloride Ion Channel Activity (GO:0022851),12,0.1289863237923803,0.052958109710177906,0.07602821408220238,90084.0,0.05467604774671593,0.19813021425742938
Magnesium Ion Transmembrane Transporter Activity (GO:0015095),10,0.07346754023861624,0.052939530131300996,0.02052801010731524,76519.0,0.055421104804845224,0.19963275280624185
ATPase Binding (GO:0051117),73,0.05884555958352733,0.05291009133719582,0.00593546824633151,476743.0,0.05565863378381707,0.19963275280624185
Monocarboxylic Acid Transmembrane Transporter Activity (GO:0008028),31,0.06319299204288864,0.05293930861261917,0.010253683430269472,213529.0,0.05667697983015879,0.2022533848761504
GTPase Activity (GO:0003924),261,0.06075262242986268,0.05279141145870625,0.00796121097115643,1600290.5,0.05722839202416844,0.203189694914093
Alcohol Dehydrogenase (NADP+) Activity (GO:0008106),19,0.0933856947490348,0.052954607005961246,0.04043108774307355,135886.0,0.05851208017485856,0.20670347921068125
"Intramolecular Oxidoreductase Activity, Transposing C=C Bonds (GO:0016863)",12,0.10623565938037283,0.052947179327972035,0.05328848005240079,89556.0,0.059785194623074495,0.21014495910010683
Chemoattractant Activity (GO:0042056),33,0.07363791453762353,0.05293930861261917,0.02069860592500436,225517.5,0.061246344106953676,0.21420985028451955
Intracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005217),12,0.10495054360644895,0.052947179327972035,0.05200336427847692,89123.0,0.06424805694144627,0.22359596054374617
Ankyrin Binding (GO:0030506),18,0.10893062636808049,0.052947179327972035,0.05598344704010845,128585.0,0.06493357549711075,0.22486849051462493
MHC Class II Protein Complex Binding (GO:0023026),23,0.07990779226955214,0.052954607005961246,0.02695318526359089,160915.0,0.06558704952215244,0.22601811673565278
Semaphorin Receptor Activity (GO:0017154),10,0.10282602001942709,0.052947179327972035,0.049878840691455054,75547.0,0.06621074041419708,0.2270543927374661
Phosphoric Diester Hydrolase Activity (GO:0008081),44,0.06576189645978392,0.052947179327972035,0.012814717131811884,293760.0,0.06822125986970609,0.23271246213859514
Sodium Channel Regulator Activity (GO:0017080),33,0.07364033290374206,0.0529325860637031,0.020707746840038954,224360.0,0.06870943463982185,0.23271246213859514
Protein Kinase A Catalytic Subunit Binding (GO:0034236),12,0.11460199563169826,0.052947179327972035,0.061654816303726226,88700.0,0.06885375835679629,0.23271246213859514
Monocarboxylic Acid Binding (GO:0033293),28,0.06934779100564986,0.052930497050060366,0.016417293955589496,192464.0,0.06942711156443235,0.23352755708036335
Transmembrane Receptor Protein Tyrosine Kinase Activator Activity (GO:0030297),12,0.08240902849291845,0.052958109710177906,0.029450918782740546,88498.0,0.07114108731323908,0.2381532589581289
Transcription Regulatory Region Nucleic Acid Binding (GO:0001067),214,0.05695956867255886,0.05288255581167611,0.004077012860882745,1319046.0,0.07149901899456207,0.23821711067856463
Phosphatidylinositol 3-Kinase Activity (GO:0035004),11,0.0990992562357409,0.052954607005961246,0.04614464922977965,81608.0,0.07394326778865482,0.24442219150932093
Fibroblast Growth Factor Receptor Binding (GO:0005104),22,0.08003763192508812,0.052947179327972035,0.02709045259711608,153448.0,0.07405679486697775,0.24442219150932093
"Phosphatidylinositol-3,4-Bisphosphate Binding (GO:0043325)",25,0.07616781431401165,0.052939751649982825,0.023228062664028826,172537.0,0.07539495942016923,0.2476759648242008
Nuclear Retinoic Acid Receptor Binding (GO:0042974),17,0.06542998701359526,0.052939751649982825,0.012490235363612434,120885.0,0.07609333114235861,0.24875678229829767
G Protein-Coupled Peptide Receptor Activity (GO:0008528),75,0.06461567390391176,0.05292840803641763,0.011687265867494134,484250.5,0.07653571629461102,0.24875678229829767
Phosphatidylinositol 3-Kinase Regulator Activity (GO:0035014),17,0.0893380092771186,0.0529325860637031,0.0364054232134155,120817.0,0.07678552170516444,0.24875678229829767
Ubiquitin-Like Protein Ligase Binding (GO:0044389),286,0.05875077638666937,0.052782108204043665,0.005968668182625703,1736469.0,0.07815245547381512,0.25098574555121034
L-amino Acid Transmembrane Transporter Activity (GO:0015179),62,0.06178979951912855,0.052947179327972035,0.008842620191156517,403918.0,0.0781875935643173,0.25098574555121034
Lipid Phosphatase Activity (GO:0042577),13,0.09967871099455916,0.052954607005961246,0.046724103988597915,94436.0,0.07906049722063063,0.25214787283169776
Nuclear Retinoid X Receptor Binding (GO:0046965),10,0.11403570562198229,0.052947179327972035,0.06108852629401025,74523.0,0.07926696997980825,0.25214787283169776
Voltage-Gated Monoatomic Ion Channel Activity (GO:0005244),27,0.09414825232299728,0.052939751649982825,0.04120850067301446,184563.0,0.08154107167844077,0.2582133936483958
Sodium Ion Transmembrane Transporter Activity (GO:0015081),34,0.07210483522788286,0.052930497050060366,0.019174338177822492,228771.0,0.08242055006310461,0.25982801208234324
NF-kappaB Binding (GO:0051059),26,0.07423912972491764,0.052935947338161135,0.021303182386756506,178025.0,0.08303094740945532,0.26058373227163883
Protein Serine/Threonine Phosphatase Activity (GO:0004722),55,0.06370020185851777,0.05291009133719582,0.01079011052132195,359708.0,0.08349063387231676,0.26086184716550526
Calcium-Activated Potassium Channel Activity (GO:0015269),11,0.06844859479020268,0.052954607005961246,0.015493987784241436,80783.0,0.08466439798513897,0.26335872470598537
Protein Serine/Threonine Kinase Activator Activity (GO:0043539),54,0.06112636772396407,0.052935947338161135,0.008190420385802935,352861.0,0.08755084256440315,0.2700516345314652
Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005230),10,0.10995855968463919,0.052958109710177906,0.057000449974461284,73926.0,0.0877301487559613,0.2700516345314652
Disordered Domain Specific Binding (GO:0097718),18,0.0881904628660461,0.052947179327972035,0.03524328353807406,126244.0,0.0879684556297376,0.2700516345314652
Alanine Transmembrane Transporter Activity (GO:0022858),14,0.07427973024976947,0.052947179327972035,0.021332550921797436,100195.0,0.08886819732396506,0.27162757703803236
Phosphatidylinositol Kinase Activity (GO:0052742),16,0.12517113091666404,0.052958109710177906,0.07221302120648614,113165.0,0.08948153469054643,0.2723182635820526
Calcium-Dependent Cysteine-Type Endopeptidase Activity (GO:0004198),14,0.06123239433275929,0.052958109710177906,0.008274284622581382,100007.0,0.09125341239212914,0.27651357289511547
Insulin-Like Growth Factor Receptor Binding (GO:0005159),13,0.09712291282530994,0.052939751649982825,0.04418316117532711,93413.5,0.09199672678341214,0.2769439587483892
Pentosyltransferase Activity (GO:0016763),39,0.07585497934392027,0.052954607005961246,0.022900372337959024,258835.0,0.09260846690115015,0.2769439587483892
"Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Cyclic Amides (GO:0016812)",12,0.06495057164518221,0.052958109710177906,0.011992461935004306,86790.0,0.09286971980726827,0.2769439587483892
ADP Binding (GO:0043531),27,0.0610686650236234,0.052939751649982825,0.008128913373640578,183281.5,0.09297122939490732,0.2769439587483892
Amino Acid:Sodium Symporter Activity (GO:0005283),18,0.07313315898592004,0.052939530131300996,0.020193628854619047,125665.5,0.09450337124129726,0.2803201265089957
Quaternary Ammonium Group Transmembrane Transporter Activity (GO:0015651),17,0.05331527238253411,0.052961612414394565,0.0003536599681395469,119130.0,0.09552796361662275,0.2812308480663603
Mechanosensitive Monoatomic Ion Channel Activity (GO:0008381),11,0.09615017996715369,0.052939751649982825,0.04321042831717087,80018.0,0.09561048746495038,0.2812308480663603
Receptor Tyrosine Kinase Binding (GO:0030971),58,0.07631540087906419,0.052919249686806724,0.023396151192257464,376138.0,0.09679219353568791,0.28324958218256996
NAD+ Binding (GO:0070403),12,0.10089469993952815,0.052958109710177906,0.04793659022935025,86493.0,0.09710263059174873,0.28324958218256996
UDP-glucosyltransferase Activity (GO:0035251),10,0.09991482415584307,0.052947179327972035,0.04696764482787104,73280.0,0.0976281343316649,0.2836056960130596
Neurexin Family Protein Binding (GO:0042043),11,0.14152390546268823,0.052939751649982825,0.0885841538127054,79846.0,0.09820898674972228,0.2841190028191554
Platelet-Derived Growth Factor Binding (GO:0048407),10,0.09377975249223214,0.052947179327972035,0.0408325731642601,73218.0,0.09861952558307663,0.28413740362665113
Protein Phosphatase Activator Activity (GO:0072542),15,0.08523248966020303,0.052939751649982825,0.0322927380102202,105798.5,0.1005370698440386,0.28822466149374326
NADP Binding (GO:0050661),35,0.06887747437914271,0.05293930861261917,0.015938165766523543,232799.0,0.10085813190250476,0.28822466149374326
N6-methyladenosine-containing RNA Binding (GO:1990247),10,0.06277352563992689,0.052939530131300996,0.00983399550862589,72944.0,0.10308913391076957,0.29340753497680566
CoA Hydrolase Activity (GO:0016289),15,0.08217863249015567,0.052939751649982825,0.029238880840172843,105522.0,0.10426170860378431,0.29554831108250146
Phosphatidylinositol Phosphate Binding (GO:1901981),108,0.06419476532730228,0.05290512953733484,0.011289635789967445,679134.0,0.10494876247065815,0.29630112456575375
methyl-CpG Binding (GO:0008327),29,0.07505736826293208,0.0529325860637031,0.022124782199228976,194515.0,0.10651469451539519,0.298400636546204
NAD+ ADP-ribosyltransferase Activity (GO:0003950),26,0.08281731954683089,0.052958109710177906,0.02985920983665298,175586.0,0.1065413368038367,0.298400636546204
Copper Ion Binding (GO:0005507),44,0.06173593843816039,0.052939530131300996,0.00879640830685939,288119.5,0.10741542677061094,0.2996549405545218
Water Transmembrane Transporter Activity (GO:0005372),15,0.1071758982759905,0.052939751649982825,0.054236146626007675,105258.5,0.10790335058200778,0.29982630616265404
"Steroid Dehydrogenase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor (GO:0033764)",22,0.06866613417856376,0.052958109710177906,0.01570802446838586,150016.0,0.10890841163167408,0.30142761172073573
Amyloid-Beta Binding (GO:0001540),79,0.06709908740014936,0.05292840803641763,0.01417067936373173,502682.5,0.10971155460585547,0.3024596975996721
Chloride Channel Activity (GO:0005254),64,0.06969789367477613,0.052939530131300996,0.016758363543475138,410581.0,0.11323841186302819,0.31096329507698756
Transcription Corepressor Binding (GO:0001222),42,0.07101593780008297,0.052919249686806724,0.01809668811327625,274705.0,0.11594368499714319,0.3171533484552205
Phosphatidylinositol Phosphate Kinase Activity (GO:0016307),13,0.0911362061864267,0.052954607005961246,0.03818159918046546,91537.0,0.1196988739943175,0.32615623417831474
Histone Acetyltransferase Binding (GO:0035035),17,0.08839249710501917,0.052954607005961246,0.03543789009905793,117069.0,0.12274268721162729,0.331690650775068
Cholesterol Binding (GO:0015485),50,0.06349935878664326,0.05290881074331821,0.010590548043325043,323339.0,0.12294539513093639,0.331690650775068
Kinesin Binding (GO:0019894),30,0.06736321877499107,0.052939530131300996,0.014423688643690077,199199.0,0.12314546209429977,0.331690650775068
Ligand-Gated Monoatomic Cation Channel Activity (GO:0099094),75,0.07037586551284625,0.052954607005961246,0.017421258506885,476205.5,0.12371211893156986,0.33194511301104435
Dipeptidyl-Peptidase Activity (GO:0008239),10,0.06159508904144939,0.05297750702207038,0.008617582019379011,71664.0,0.1259199264081921,0.33658444207208765
Protein Phosphatase 2A Binding (GO:0051721),23,0.06608395669278178,0.052939751649982825,0.013144205042798951,154896.0,0.1265961350202628,0.3371101625728967
1-Phosphatidylinositol-3-Kinase Regulator Activity (GO:0046935),14,0.09323046105121427,0.052939530131300996,0.04029093091991327,97423.0,0.12896749609953484,0.34151755104872383
Protein Tyrosine Phosphatase Activity (GO:0004725),76,0.055344164271135116,0.052947179327972035,0.00239698494316308,481496.5,0.12922285715357118,0.34151755104872383
Neuropeptide Receptor Activity (GO:0008188),35,0.06924498752969421,0.05293930861261917,0.016305678917075045,229783.0,0.12974765473246308,0.3416202295015788
Transition Metal Ion Binding (GO:0046914),451,0.05565790624495115,0.05290272892522907,0.0027551773197220797,2653257.0,0.1307913753225718,0.3430833464618208
Protein Tyrosine Kinase Binding (GO:1990782),84,0.07279587922300645,0.05290512953733484,0.019890749685671616,529460.0,0.13302045937430185,0.3469106241732885
Protein Kinase Regulator Activity (GO:0019887),103,0.05721779907689983,0.05292840803641763,0.004289391040482204,644040.0,0.13323736632544508,0.3469106241732885
Zinc Ion Binding (GO:0008270),338,0.05682753195181367,0.05290512953733484,0.003922402414478832,2016310.0,0.13393623864171272,0.3474434530078378
MAP Kinase Kinase Kinase Activity (GO:0004709),19,0.08044734815777899,0.052939751649982825,0.02750759650779616,128915.0,0.1356673826452423,0.34904191512040444
RNA Stem-Loop Binding (GO:0035613),12,0.07583752961435342,0.052947179327972035,0.02289035028638138,84111.0,0.13624737486752714,0.34904191512040444
Translation Elongation Factor Activity (GO:0003746),13,0.06378487785798814,0.052954607005961246,0.010830270852026896,90548.0,0.1364632610471777,0.34904191512040444
Dipeptidase Activity (GO:0016805),10,0.06693549671293075,0.052958109710177906,0.013977387002752847,71124.0,0.13653844474838012,0.34904191512040444
Potassium Channel Regulator Activity (GO:0015459),45,0.06440343785830205,0.05293930861261917,0.01146412924568288,290898.5,0.13762549230879828,0.3496241061653035
Nuclear Receptor Coactivator Activity (GO:0030374),50,0.06576916178633674,0.052935947338161135,0.012833214448175603,321642.0,0.1378220063395874,0.3496241061653035
Aspartic-Type Peptidase Activity (GO:0070001),14,0.07114564668002488,0.05297750702207038,0.018168139657954496,96871.0,0.13825818138542584,0.3496241061653035
Transmembrane-Ephrin Receptor Activity (GO:0005005),14,0.07756127614801675,0.052947179327972035,0.024614096820044715,96696.0,0.14129658496679132,0.3556400423894303
Ephrin Receptor Activity (GO:0005003),15,0.07100986913784774,0.052939751649982825,0.018070117487864912,103074.0,0.1416489500270846,0.3556400423894303
Calcium-Dependent Phospholipase A2 Activity (GO:0047498),16,0.07898071230062262,0.052939530131300996,0.026041182169321622,109385.0,0.14280377903040958,0.35726354682696776
Sodium:Chloride Symporter Activity (GO:0015378),13,0.07294280779785645,0.052939751649982825,0.02000305614787362,90117.5,0.14424008826322932,0.35729563847082346
Mitogen-Activated Protein Kinase Binding (GO:0051019),23,0.06985856516584521,0.052954607005961246,0.016903958159883964,153563.0,0.14425781081415162,0.35729563847082346
I-SMAD Binding (GO:0070411),13,0.07016190707005565,0.052939751649982825,0.017222155420072827,90112.0,0.14434133901239526,0.35729563847082346
Inhibitory Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005237),13,0.06963955534773969,0.052961612414394565,0.016677942933345125,89914.0,0.1480182808464952,0.3651117594213548
"Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)",72,0.07064721965355658,0.052935947338161135,0.017711272315395446,454641.0,0.1485843084493011,0.3652264644750303
ABC-type Xenobiotic Transporter Activity (GO:0008559),10,0.0808317864125987,0.052958109710177906,0.027873676702420788,70379.0,0.1521683735877622,0.3727329847811736
Protein Heterodimerization Activity (GO:0046982),190,0.0595118434074729,0.05288255581167611,0.0066292875957967845,1156749.0,0.15310784382812054,0.3731077300643252
"Oxidoreductase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor (GO:0016616)",94,0.06142032412485876,0.052939530131300996,0.008480793993557764,586894.0,0.15338283639913225,0.3731077300643252
Cytokine Receptor Activity (GO:0004896),76,0.06292594932967588,0.052930497050060366,0.009995452279615513,478209.0,0.1539601384503042,0.373220611484703
Monoamine Transmembrane Transporter Activity (GO:0008504),11,0.06221904900900488,0.052939751649982825,0.009279297359022054,76699.0,0.15514625190290132,0.37386295728561064
G Protein-Coupled Receptor Binding (GO:0001664),140,0.059709457013525216,0.052935947338161135,0.006773509675364081,861383.0,0.15528873901479134,0.37386295728561064
Protein Kinase Inhibitor Activity (GO:0004860),45,0.07045516716793876,0.05292840803641763,0.01752675913152113,288949.0,0.1572023918965274,0.37717843516470567
Protein Phosphatase 1 Binding (GO:0008157),17,0.060674035112342484,0.052954607005961246,0.0077194281063812376,114721.0,0.15987625987210574,0.38228915200710994
Kinase Activator Activity (GO:0019209),44,0.06725553629384942,0.052935947338161135,0.014319588955688287,282440.0,0.16111362939391394,0.3833658881367436
Core Promoter Sequence-Specific DNA Binding (GO:0001046),34,0.07519821447588193,0.052939530131300996,0.022258684344580934,220756.0,0.1618229689419587,0.3833658881367436
Acetylgalactosaminyltransferase Activity (GO:0008376),14,0.0693916354259062,0.052939530131300996,0.01645210529460521,95568.0,0.1619625444902032,0.3833658881367436
L-arginine Transmembrane Transporter Activity (GO:0061459),10,0.0700186281895856,0.052958109710177906,0.01706051847940769,69863.0,0.16366467476012464,0.3852036558951542
Pyridoxal Phosphate Binding (GO:0030170),20,0.06998167115031895,0.052935947338161135,0.017045723812157812,133373.0,0.16423614635064243,0.3852036558951542
Channel Activity (GO:0015267),51,0.06290853885524661,0.052954607005961246,0.009953931849285363,325012.5,0.1643827834545466,0.3852036558951542
Cyclin-Dependent Protein Serine/Threonine Kinase Activator Activity (GO:0061575),12,0.06427965024508941,0.052939530131300996,0.011340120113788418,82597.0,0.16611266622448334,0.3879641340724644
Single-Stranded RNA Binding (GO:0003727),43,0.06509775021711439,0.052954607005961246,0.012143143211153146,275775.5,0.16686499165421864,0.38843075871826394
Lysophospholipase Activity (GO:0004622),21,0.08256562448176274,0.052954607005961246,0.0296110174758015,139320.0,0.16953268235017155,0.39305554248986463
Triglyceride Lipase Activity (GO:0004806),20,0.09701840578396581,0.052947179327972035,0.044071226455993776,132998.0,0.17037404493001695,0.39305554248986463
Neutral L-amino Acid Transmembrane Transporter Activity (GO:0015175),41,0.06766181982199537,0.052939751649982825,0.014722068172012548,263153.5,0.1707307308274315,0.39305554248986463
Heparan Sulfate Sulfotransferase Activity (GO:0034483),13,0.06576836086171411,0.052939751649982825,0.01282860921173129,88740.5,0.17108818776941476,0.39305554248986463
RNA Polymerase Binding (GO:0070063),17,0.057870381935341886,0.052939751649982825,0.004930630285359061,114020.0,0.1722574529875458,0.3944527343656179
Ubiquitin Protein Ligase Binding (GO:0031625),269,0.057339486951337726,0.052835309159081856,0.00450417779225587,1611622.0,0.17282156098947343,0.3944596018688306
"UDP-galactose:beta-N-acetylglucosamine Beta-1,3-Galactosyltransferase Activity (GO:0008499)",10,0.07057112666319881,0.052947179327972035,0.017623947335226778,69249.0,0.17806008709803933,0.4051011043039536
Phospholipase Activator Activity (GO:0016004),10,0.06559013239053924,0.052947179327972035,0.0126429530625672,69112.0,0.18137788469779526,0.4106032908118744
Solute:Proton Symporter Activity (GO:0015295),19,0.07264315362772567,0.052954607005961246,0.01968854662176442,126068.0,0.18164669052986193,0.4106032908118744
Endopeptidase Regulator Activity (GO:0061135),42,0.0538288293878002,0.05297750702207038,0.000851322365729823,268280.0,0.18260386084309188,0.4114439556817102
Nucleoside Diphosphate Kinase Activity (GO:0004550),13,0.04959373660729227,0.052993401629746195,-0.0033996650224539238,88102.0,0.18455765389346201,0.4132323901117874
Tau Protein Binding (GO:0048156),39,0.054709465359945864,0.052961612414394565,0.0017478529455512981,249723.0,0.1845732154980103,0.4132323901117874
Syntaxin Binding (GO:0019905),53,0.07600469499463669,0.0529325860637031,0.023072108930933588,335127.0,0.18619423442659183,0.4137089047832426
"Beta-1,3-Galactosyltransferase Activity (GO:0048531)",13,0.06625276426825089,0.052939751649982825,0.01331301261826806,88004.0,0.18668189713233063,0.4137089047832426
Chloride Channel Regulator Activity (GO:0017081),12,0.09778794397637569,0.052947179327972035,0.044840764648403655,81648.0,0.18684023793170434,0.4137089047832426
Aminopeptidase Activity (GO:0004177),28,0.0553051465570118,0.05297750702207038,0.002327639534941417,181757.0,0.18714001667293195,0.4137089047832426
MAP Kinase Kinase Activity (GO:0004708),14,0.06788964114889107,0.052958109710177906,0.014931531438713161,94270.0,0.18806211234978443,0.41444409085234624
Phosphatidylinositol Bisphosphate Binding (GO:1902936),92,0.06631852181673864,0.052939530131300996,0.013378991685437644,569562.0,0.194860739813631,0.42808468777807057
Cytokine Activity (GO:0005125),174,0.0545923586887548,0.052958109710177906,0.001634248978576891,1054996.0,0.19749571907764019,0.432521777294645
O-acyltransferase Activity (GO:0008374),31,0.059345311579399596,0.052954607005961246,0.006390704573438349,199317.0,0.20131928421798756,0.4390006598178431
Chloride Ion Binding (GO:0031404),10,0.07188108767547294,0.052958109710177906,0.018922977965295032,68290.0,0.2020879640870233,0.4390006598178431
Carboxylic Ester Hydrolase Activity (GO:0052689),102,0.06474043349009162,0.052935947338161135,0.011804486151930485,628457.0,0.20232747337266166,0.4390006598178431
Monocarboxylate:Sodium Symporter Activity (GO:0140161),12,0.07139337712972132,0.052958109710177906,0.01843526741954342,80750.0,0.2078622805102865,0.4496221021499428
Phosphatase Activator Activity (GO:0019211),17,0.06243739042597474,0.052961612414394565,0.009475778011580172,112110.5,0.2089864531889875,0.45066710610999455
Ligand-Gated Calcium Channel Activity (GO:0099604),18,0.10474873999283674,0.052958109710177906,0.05179063028265883,118199.0,0.21208407990064104,0.45594834302798365
Nucleosomal DNA Binding (GO:0031492),34,0.05804780285324472,0.052939530131300996,0.005108272721943724,216816.0,0.21494234527948797,0.4602387402874291
Wnt Receptor Activity (GO:0042813),16,0.06403208133507488,0.052939530131300996,0.011092551203773879,105553.0,0.21538911174191205,0.4602387402874291
CARD Domain Binding (GO:0050700),13,0.09247502997041179,0.052954607005961246,0.03952042296445055,86675.0,0.21696270399295325,0.4612147697507982
Ubiquitin Conjugating Enzyme Activity (GO:0061631),31,0.07171125485828789,0.05293930861261917,0.01877194624566872,198268.0,0.21715802103487086,0.4612147697507982
Adenyl Nucleotide Binding (GO:0030554),31,0.06789280987417623,0.052961612414394565,0.014931197459781664,197865.0,0.2234292433898598,0.47310469308154046
Clathrin Adaptor Activity (GO:0035615),14,0.07202506146779974,0.052947179327972035,0.01907788213982771,92482.0,0.22800563602135548,0.48134523160063936
"Phosphatidylinositol-3,5-Bisphosphate Binding (GO:0080025)",24,0.07202827752786295,0.052958109710177906,0.019070167817685044,154453.0,0.2297441638729924,0.4835633149781846
Histone Demethylase Activity (GO:0032452),29,0.06413697619959091,0.052954607005961246,0.011182369193629665,184999.0,0.2331169451208872,0.4891976490148768
Monoatomic Cation:Bicarbonate Symporter Activity (GO:0140410),11,0.07428367132055147,0.052954607005961246,0.021329064314590224,73237.0,0.2389622970417024,0.4999717107747524
Solute:Monoatomic Cation Symporter Activity (GO:0015294),11,0.07109964267887314,0.052954607005961246,0.018145035672911897,73093.0,0.24291399832587557,0.5067315751427018
Myosin V Binding (GO:0031489),14,0.06408068943415493,0.052958109710177906,0.011122579723977025,91661.0,0.24783545012759678,0.515468406626333
Nuclear Androgen Receptor Binding (GO:0050681),25,0.08873493634300056,0.052954607005961246,0.03578032933703931,159559.0,0.2488942936299421,0.5161436236632723
Sodium:Proton Antiporter Activity (GO:0015385),14,0.08024461916356587,0.052947179327972035,0.027297439835593837,91507.0,0.25165499170100075,0.5198350770067796
Calcium-Release Channel Activity (GO:0015278),17,0.08144579178626521,0.052954607005961246,0.028491184780303963,110104.0,0.25215328770883616,0.5198350770067796
Ligand-Gated Sodium Channel Activity (GO:0015280),11,0.08144579178626521,0.052961612414394565,0.028484179371870644,72715.0,0.2534532983695116,0.5209873355373293
Water Channel Activity (GO:0015250),13,0.08154147673845041,0.052954607005961246,0.028586869732489167,85161.5,0.25467735370302413,0.5219772001551778
Nuclear Estrogen Receptor Binding (GO:0030331),34,0.06148152309814192,0.052935947338161135,0.008545575759980786,214071.0,0.2572915597391249,0.5248237702613218
MHC Class I Protein Binding (GO:0042288),13,0.057991045569761646,0.052939751649982825,0.005051293919778821,85051.0,0.2575593182648023,0.5248237702613218
cAMP Binding (GO:0030552),11,0.05553465239549649,0.052961612414394565,0.002573039981101921,72420.0,0.2618423484207434,0.531413493221089
Neuropeptide Binding (GO:0042923),26,0.06422559460105977,0.052958109710177906,0.011267484890881863,164966.0,0.26230509551595715,0.531413493221089
Amino Acid Binding (GO:0016597),36,0.06641912349654971,0.052947179327972035,0.01347194416857768,225754.5,0.26496239845362,0.5348023218171014
"3',5'-Cyclic-Nucleotide Phosphodiesterase Activity (GO:0004114)",16,0.04654533930182558,0.052994577316878066,-0.006449238015052483,103344.0,0.26549930343409445,0.5348023218171014
"DNA Binding, Bending (GO:0008301)",16,0.05816288024713867,0.052958109710177906,0.005204770536960765,103121.0,0.27086760877879834,0.5418449212309877
Estrogen Response Element Binding (GO:0034056),10,0.06147152554131807,0.052958109710177906,0.008513415831140167,65862.0,0.2709717383826263,0.5418449212309877
SUMO Transferase Activity (GO:0019789),24,0.0584148360956136,0.052939530131300996,0.005475305964312602,152230.0,0.2719105419335901,0.5418449212309877
Inositol Trisphosphate Phosphatase Activity (GO:0046030),10,0.06035791678936975,0.052958109710177906,0.007399807079191842,65808.0,0.27262672490971107,0.5418449212309877
Histone Deacetylase Binding (GO:0042826),99,0.05592138593695939,0.05293930861261917,0.002982077324340221,602770.0,0.2728493628958316,0.5418449212309877
1-Phosphatidylinositol Binding (GO:0005545),14,0.06469154786777342,0.05297750702207038,0.011714040845703044,90615.0,0.2743756224722247,0.5420011734176798
Purine Ribonucleotide Transmembrane Transporter Activity (GO:0005346),10,0.0610667810130221,0.052958109710177906,0.008108671302844192,65744.0,0.2745946651410116,0.5420011734176798
Gap Junction Channel Activity (GO:0005243),20,0.06280643213539894,0.052958109710177906,0.009848322425221032,127541.0,0.27556922691133545,0.5420011734176798
N-acyltransferase Activity (GO:0016410),36,0.06071107142976062,0.052958109710177906,0.0077529617195827155,225039.0,0.2765088773411226,0.5420011734176798
Aspartic-Type Endopeptidase Activity (GO:0004190),18,0.046959223492718305,0.052994577316878066,-0.0060353538241597615,115197.0,0.2767829605361978,0.5420011734176798
G Protein-Coupled Serotonin Receptor Activity (GO:0004993),21,0.06735552151197388,0.052961612414394565,0.014393909097579316,133506.0,0.279209718324898,0.5434049647055152
