Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	1/144	1.773547e-01	2.089086e-01	0	0	5.333513e+00	9.224864e+00	TGM2
GO_Biological_Process_2023	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	1/146	1.795904e-01	2.102522e-01	0	0	5.259416e+00	9.030819e+00	NPR3
GO_Biological_Process_2023	Peptide Biosynthetic Process (GO:0043043)	1/158	1.928828e-01	2.244454e-01	0	0	4.854483e+00	7.988890e+00	RPS4Y1
GO_Biological_Process_2023	Nitrogen Compound Transport (GO:0071705)	1/163	1.983598e-01	2.294282e-01	0	0	4.703466e+00	7.608669e+00	AQP1
GO_Biological_Process_2023	Metal Ion Transport (GO:0030001)	1/171	2.070487e-01	2.366271e-01	0	0	4.480317e+00	7.055608e+00	AQP1
GO_Biological_Process_2023	Heart Development (GO:0007507)	1/171	2.070487e-01	2.366271e-01	0	0	4.480317e+00	7.055608e+00	MYH7
GO_Biological_Process_2023	Positive Regulation Of Hydrolase Activity (GO:0051345)	1/176	2.124331e-01	2.413442e-01	0	0	4.351209e+00	6.740579e+00	TGM2
GO_Biological_Process_2023	Macromolecule Biosynthetic Process (GO:0009059)	1/183	2.199122e-01	2.483715e-01	0	0	4.182375e+00	6.334319e+00	RPS4Y1
GO_Biological_Process_2023	Regulation Of Programmed Cell Death (GO:0043067)	1/195	2.325747e-01	2.611365e-01	0	0	3.921293e+00	5.719377e+00	TGM2
GO_Biological_Process_2023	Organic Substance Transport (GO:0071702)	1/201	2.388315e-01	2.666025e-01	0	0	3.802500e+00	5.445169e+00	AQP1
GO_Biological_Process_2023	Defense Response To Bacterium (GO:0042742)	1/204	2.419414e-01	2.685130e-01	0	0	3.745737e+00	5.315425e+00	AQP1
GO_Biological_Process_2023	Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	1/207	2.450391e-01	2.700219e-01	0	0	3.690627e+00	5.190268e+00	IGFBP2
GO_Biological_Process_2023	Regulation Of Apoptotic Process (GO:0042981)	2/705	2.461137e-01	2.700219e-01	0	0	2.192888e+00	3.074344e+00	AQP1;TGM2
GO_Biological_Process_2023	Regulation Of GTPase Activity (GO:0043087)	1/214	2.522197e-01	2.751488e-01	0	0	3.568075e+00	4.914862e+00	TGM2
GO_Biological_Process_2023	Cellular Response To Lipid (GO:0071396)	1/228	2.663842e-01	2.889591e-01	0	0	3.345646e+00	4.425672e+00	AQP1
GO_Biological_Process_2023	Negative Regulation Of Multicellular Organismal Process (GO:0051241)	1/231	2.693856e-01	2.905336e-01	0	0	3.301505e+00	4.330291e+00	NPR3
GO_Biological_Process_2023	Translation (GO:0006412)	1/234	2.723753e-01	2.905336e-01	0	0	3.258501e+00	4.237924e+00	RPS4Y1
GO_Biological_Process_2023	Positive Regulation Of GTPase Activity (GO:0043547)	1/234	2.723753e-01	2.905336e-01	0	0	3.258501e+00	4.237924e+00	TGM2
GO_Biological_Process_2023	Positive Regulation Of Programmed Cell Death (GO:0043068)	1/245	2.832368e-01	3.004500e-01	0	0	3.109868e+00	3.923011e+00	TGM2
GO_Biological_Process_2023	Regulation Of Protein Phosphorylation (GO:0001932)	1/265	3.025862e-01	3.192118e-01	0	0	2.871358e+00	3.432390e+00	TTN
GO_Biological_Process_2023	Positive Regulation Of Apoptotic Process (GO:0043065)	1/270	3.073444e-01	3.224597e-01	0	0	2.817272e+00	3.323779e+00	TGM2
GO_Biological_Process_2023	Inorganic Cation Transmembrane Transport (GO:0098662)	1/284	3.205016e-01	3.344365e-01	0	0	2.675999e+00	3.044933e+00	AQP1
GO_Biological_Process_2023	Negative Regulation Of Programmed Cell Death (GO:0043069)	1/381	4.052728e-01	4.206074e-01	0	0	1.983097e+00	1.791123e+00	AQP1
GO_Biological_Process_2023	Regulation Of Gene Expression (GO:0010468)	2/1127	4.544509e-01	4.691106e-01	0	0	1.340302e+00	1.057050e+00	ACTG2;TTN
GO_Biological_Process_2023	Negative Regulation Of Apoptotic Process (GO:0043066)	1/482	4.826842e-01	4.936849e-01	0	0	1.558612e+00	1.135281e+00	AQP1
GO_Biological_Process_2023	Positive Regulation Of Cell Population Proliferation (GO:0008284)	1/483	4.833998e-01	4.936849e-01	0	0	1.555298e+00	1.130564e+00	AQP1
GO_Biological_Process_2023	Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	1/525	5.126099e-01	5.207466e-01	0	0	1.427554e+00	9.539490e-01	TGM2
GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	1/594	5.571771e-01	5.630421e-01	0	0	1.256972e+00	7.351681e-01	TGM2
GO_Biological_Process_2023	Protein Modification Process (GO:0036211)	1/711	6.239270e-01	6.271937e-01	0	0	1.043499e+00	4.922415e-01	TGM2
GO_Biological_Process_2023	Regulation Of Cell Population Proliferation (GO:0042127)	1/766	6.518496e-01	6.518496e-01	0	0	9.657114e-01	4.132679e-01	NPR3
